;plot;forest;year;Period;from;to;from.daynr;to.daynr;biomass;potID;E;N;location.type;mean.daynr
455;RAH2;n;2012;C;28. Jul;10. Aug;209;222;32;455;6,480208;51,403085;2;215,5
456;RAH2;n;2012;C;11. Aug;24. Aug;223;236;32,7;456;6,480208;51,403085;2;229,5
457;RAH2;n;2012;C;25. Aug;07. Sep;237;250;20,9;457;6,480208;51,403085;2;243,5
458;RAH2;n;2012;C;08. Sep;22. Sep;251;265;12,6;458;6,480208;51,403085;2;258
507;BIS3;n;2013;C;13. Apr;05. Mai;103;125;13,9;507;6,485721;51,651861;2;114
508;BIS3;n;2013;C;06. Mai;01. Jun;126;152;32,1;508;6,485721;51,651861;2;139
509;BIS3;n;2013;C;02. Jun;17. Jun;153;168;41;509;6,485721;51,651861;2;160,5
510;BIS3;n;2013;C;18. Jun;06. Jul;169;187;32,9;510;6,485721;51,651861;2;178
511;BIS3;n;2013;C;07. Jul;20. Jul;188;201;24,7;511;6,485721;51,651861;2;194,5
512;BIS3;n;2013;C;21. Jul;02. Aug;202;214;34,6;512;6,485721;51,651861;2;208
513;BIS3;n;2013;C;03. Aug;22. Aug;215;234;43,3;513;6,485721;51,651861;2;224,5
514;BIS3;n;2013;C;23. Aug;15. Sep;235;258;25,4;514;6,485721;51,651861;2;246,5
515;BIS5;n;2013;C;13. Apr;05. Mai;103;125;14,1;515;6,487056;51,644787;2;114
516;BIS5;n;2013;C;06. Mai;01. Jun;126;152;35,3;516;6,487056;51,644787;2;139
517;BIS5;n;2013;C;02. Jun;17. Jun;153;168;70,4;517;6,487056;51,644787;2;160,5
518;BIS5;n;2013;C;18. Jun;06. Jul;169;187;44;518;6,487056;51,644787;2;178
519;BIS5;n;2013;C;07. Jul;20. Jul;188;201;47,2;519;6,487056;51,644787;2;194,5
520;BIS5;n;2013;C;21. Jul;02. Aug;202;214;81,5;520;6,487056;51,644787;2;208
521;BIS5;n;2013;C;03. Aug;22. Aug;215;234;95,8;521;6,487056;51,644787;2;224,5
522;BIS5;n;2013;C;23. Aug;15. Sep;235;258;37,5;522;6,487056;51,644787;2;246,5
523;BIS6;n;2013;C;13. Apr;05. Mai;103;125;11,2;523;6,494824;51,635392;2;114
524;BIS6;n;2013;C;06. Mai;01. Jun;126;152;33,7;524;6,494824;51,635392;2;139
525;BIS6;n;2013;C;02. Jun;17. Jun;153;168;24,5;525;6,494824;51,635392;2;160,5
526;BIS6;n;2013;C;18. Jun;06. Jul;169;187;14,9;526;6,494824;51,635392;2;178
527;BIS6;n;2013;C;07. Jul;20. Jul;188;201;16,2;527;6,494824;51,635392;2;194,5
528;BIS6;n;2013;C;21. Jul;02. Aug;202;214;21,8;528;6,494824;51,635392;2;208
529;BIS6;n;2013;C;03. Aug;22. Aug;215;234;23,3;529;6,494824;51,635392;2;224,5
530;BIS6;n;2013;C;23. Aug;15. Sep;235;258;40,8;530;6,494824;51,635392;2;246,5
531;BIS7;n;2013;C;13. Apr;05. Mai;103;125;15,4;531;6,4987;51,639697;2;114
532;BIS7;n;2013;C;06. Mai;01. Jun;126;152;50,1;532;6,4987;51,639697;2;139
533;BIS7;n;2013;C;02. Jun;17. Jun;153;168;49,6;533;6,4987;51,639697;2;160,5
534;BIS7;n;2013;C;18. Jun;06. Jul;169;187;45,2;534;6,4987;51,639697;2;178
535;BIS7;n;2013;C;07. Jul;20. Jul;188;201;46,9;535;6,4987;51,639697;2;194,5
536;BIS7;n;2013;C;21. Jul;02. Aug;202;214;39;536;6,4987;51,639697;2;208
537;BIS7;n;2013;C;03. Aug;22. Aug;215;234;30,1;537;6,4987;51,639697;2;224,5
538;BIS7;n;2013;C;23. Aug;15. Sep;235;258;30,6;538;6,4987;51,639697;2;246,5
787;ORB1;n;2013;C;14. Apr;20. Apr;104;110;1;787;6,506266;51,397132;2;107
788;ORB1;n;2013;C;21. Apr;27. Apr;111;117;2,4;788;6,506266;51,397132;2;114
789;ORB1;n;2013;C;28. Apr;04. Mai;118;124;5,7;789;6,506266;51,397132;2;121
790;ORB1;n;2013;C;05. Mai;11. Mai;125;131;5,2;790;6,506266;51,397132;2;128
791;ORB1;n;2013;C;12. Mai;18. Mai;132;138;4,8;791;6,506266;51,397132;2;135
792;ORB1;n;2013;C;19. Mai;25. Mai;139;145;7,2;792;6,506266;51,397132;2;142
793;ORB1;n;2013;C;26. Mai;01. Jun;146;152;16,1;793;6,506266;51,397132;2;149
794;ORB1;n;2013;C;02. Jun;08. Jun;153;159;18,9;794;6,506266;51,397132;2;156
795;ORB1;n;2013;C;09. Jun;15. Jun;160;166;12,6;795;6,506266;51,397132;2;163
796;ORB1;n;2013;C;16. Jun;22. Jun;167;173;13,8;796;6,506266;51,397132;2;170
797;ORB1;n;2013;C;23. Jun;29. Jun;174;180;8,2;797;6,506266;51,397132;2;177
798;ORB1;n;2013;C;30. Jun;06. Jul;181;187;19,2;798;6,506266;51,397132;2;184
799;ORB1;n;2013;C;07. Jul;13. Jul;188;194;18,9;799;6,506266;51,397132;2;191
800;ORB1;n;2013;C;14. Jul;20. Jul;195;201;22,1;800;6,506266;51,397132;2;198
801;ORB1;n;2013;C;21. Jul;27. Jul;202;208;19,7;801;6,506266;51,397132;2;205
802;ORB1;n;2013;C;28. Jul;03. Aug;209;215;27,3;802;6,506266;51,397132;2;212
803;ORB1;n;2013;C;04. Aug;10. Aug;216;222;13,6;803;6,506266;51,397132;2;219
804;ORB1;n;2013;C;11. Aug;17. Aug;223;229;14,3;804;6,506266;51,397132;2;226
805;ORB1;n;2013;C;18. Aug;24. Aug;230;236;10,1;805;6,506266;51,397132;2;233
806;ORB1;n;2013;C;25. Aug;31. Aug;237;243;5,6;806;6,506266;51,397132;2;240
807;ORB1;n;2013;C;01. Sep;07. Sep;244;250;4;807;6,506266;51,397132;2;247
808;ORB1;n;2013;C;08. Sep;14. Sep;251;257;2,1;808;6,506266;51,397132;2;254
809;ORB1;n;2013;C;15. Sep;21. Sep;258;264;1,8;809;6,506266;51,397132;2;261
810;ORB1;n;2013;C;22. Sep;28. Sep;265;271;2,7;810;6,506266;51,397132;2;268
811;ORB1;n;2013;C;29. Sep;05. Okt;272;278;2,1;811;6,506266;51,397132;2;275
812;ORB1;n;2013;C;06. Okt;12. Okt;279;285;1,3;812;6,506266;51,397132;2;282
813;ORB1;n;2013;C;13. Okt;19. Okt;286;292;2,8;813;6,506266;51,397132;2;289
814;ORB1;n;2013;C;20. Okt;26. Okt;293;299;6,4;814;6,506266;51,397132;2;296
815;ORB1;n;2013;C;27. Okt;02. Nov;300;306;1,1;815;6,506266;51,397132;2;303
816;ORB2;n;2013;C;14. Apr;20. Apr;104;110;2,4;816;6,504397;51,398707;2;107
817;ORB2;n;2013;C;21. Apr;27. Apr;111;117;4,3;817;6,504397;51,398707;2;114
818;ORB2;n;2013;C;28. Apr;04. Mai;118;124;9,1;818;6,504397;51,398707;2;121
819;ORB2;n;2013;C;05. Mai;11. Mai;125;131;11,4;819;6,504397;51,398707;2;128
820;ORB2;n;2013;C;12. Mai;18. Mai;132;138;10,5;820;6,504397;51,398707;2;135
821;ORB2;n;2013;C;19. Mai;25. Mai;139;145;11,5;821;6,504397;51,398707;2;142
822;ORB2;n;2013;C;26. Mai;01. Jun;146;152;13,9;822;6,504397;51,398707;2;149
823;ORB2;n;2013;C;02. Jun;08. Jun;153;159;18;823;6,504397;51,398707;2;156
824;ORB2;n;2013;C;09. Jun;15. Jun;160;166;22;824;6,504397;51,398707;2;163
825;ORB2;n;2013;C;16. Jun;22. Jun;167;173;20,7;825;6,504397;51,398707;2;170
826;ORB2;n;2013;C;23. Jun;29. Jun;174;180;8,5;826;6,504397;51,398707;2;177
827;ORB2;n;2013;C;30. Jun;06. Jul;181;187;17,8;827;6,504397;51,398707;2;184
828;ORB2;n;2013;C;07. Jul;13. Jul;188;194;16,4;828;6,504397;51,398707;2;191
829;ORB2;n;2013;C;14. Jul;20. Jul;195;201;22,1;829;6,504397;51,398707;2;198
830;ORB2;n;2013;C;21. Jul;27. Jul;202;208;21,2;830;6,504397;51,398707;2;205
831;ORB2;n;2013;C;28. Jul;03. Aug;209;215;30,5;831;6,504397;51,398707;2;212
832;ORB2;n;2013;C;04. Aug;10. Aug;216;222;17;832;6,504397;51,398707;2;219
833;ORB2;n;2013;C;11. Aug;17. Aug;223;229;11,5;833;6,504397;51,398707;2;226
834;ORB2;n;2013;C;18. Aug;24. Aug;230;236;12,3;834;6,504397;51,398707;2;233
835;ORB2;n;2013;C;25. Aug;31. Aug;237;243;4,1;835;6,504397;51,398707;2;240
836;ORB2;n;2013;C;01. Sep;07. Sep;244;250;3,5;836;6,504397;51,398707;2;247
837;ORB2;n;2013;C;08. Sep;14. Sep;251;257;3,4;837;6,504397;51,398707;2;254
838;ORB2;n;2013;C;15. Sep;21. Sep;258;264;2,7;838;6,504397;51,398707;2;261
839;ORB2;n;2013;C;22. Sep;28. Sep;265;271;2,6;839;6,504397;51,398707;2;268
840;ORB2;n;2013;C;29. Sep;05. Okt;272;278;2;840;6,504397;51,398707;2;275
841;ORB2;n;2013;C;06. Okt;12. Okt;279;285;1,7;841;6,504397;51,398707;2;282
842;ORB2;n;2013;C;13. Okt;19. Okt;286;292;5,9;842;6,504397;51,398707;2;289
843;ORB2;n;2013;C;20. Okt;26. Okt;293;299;10,9;843;6,504397;51,398707;2;296
844;ORB2;n;2013;C;27. Okt;02. Nov;300;306;2;844;6,504397;51,398707;2;303
459;URD1;n;2013;C;10. Apr;04. Mai;100;124;13,2;459;6,865028;51,137556;2;112
460;URD1;n;2013;C;05. Mai;12. Mai;125;132;17,1;460;6,865028;51,137556;2;128,5
461;URD1;n;2013;C;13. Mai;21. Mai;133;141;19,9;461;6,865028;51,137556;2;137
462;URD1;n;2013;C;22. Mai;29. Mai;142;149;16,7;462;6,865028;51,137556;2;145,5
463;URD1;n;2013;C;30. Mai;08. Jun;150;159;16;463;6,865028;51,137556;2;154,5
464;URD1;n;2013;C;09. Jun;15. Jun;160;166;5,6;464;6,865028;51,137556;2;163
465;URD1;n;2013;C;16. Jun;01. Jul;167;182;25,7;465;6,865028;51,137556;2;174,5
466;URD1;n;2013;C;02. Jul;19. Jul;183;200;51,4;466;6,865028;51,137556;2;191,5
467;URD1;n;2013;C;20. Jul;26. Jul;201;207;14,3;467;6,865028;51,137556;2;204
468;URD1;n;2013;C;27. Jul;02. Aug;208;214;18,8;468;6,865028;51,137556;2;211
469;URD1;n;2013;C;03. Aug;10. Aug;215;222;18,9;469;6,865028;51,137556;2;218,5
470;URD1;n;2013;C;11. Aug;17. Aug;223;229;29,2;470;6,865028;51,137556;2;226
471;URD1;n;2013;C;18. Aug;24. Aug;230;236;9,8;471;6,865028;51,137556;2;233
472;URD1;n;2013;C;25. Aug;31. Aug;237;243;9,7;472;6,865028;51,137556;2;240
473;URD1;n;2013;C;01. Sep;05. Sep;244;248;8,4;473;6,865028;51,137556;2;246
474;URD1;n;2013;C;06. Sep;14. Sep;249;257;4,9;474;6,865028;51,137556;2;253
475;URD1;n;2013;C;15. Sep;28. Sep;258;271;1,7;475;6,865028;51,137556;2;264,5
476;URD1;n;2013;C;29. Sep;13. Okt;272;286;1,3;476;6,865028;51,137556;2;279
477;URD2;n;2013;C;10. Apr;04. Mai;100;124;17,1;477;6,879969;51,139682;2;112
478;URD2;n;2013;C;05. Mai;12. Mai;125;132;17,4;478;6,879969;51,139682;2;128,5
479;URD2;n;2013;C;13. Mai;21. Mai;133;141;14,1;479;6,879969;51,139682;2;137
480;URD2;n;2013;C;22. Mai;29. Mai;142;149;18,8;480;6,879969;51,139682;2;145,5
481;URD2;n;2013;C;30. Mai;08. Jun;150;159;19,2;481;6,879969;51,139682;2;154,5
482;URD2;n;2013;C;09. Jun;15. Jun;160;166;5,7;482;6,879969;51,139682;2;163
483;URD2;n;2013;C;16. Jun;01. Jul;167;182;20,7;483;6,879969;51,139682;2;174,5
484;URD2;n;2013;C;02. Jul;19. Jul;183;200;47,3;484;6,879969;51,139682;2;191,5
485;URD2;n;2013;C;20. Jul;26. Jul;201;207;22,5;485;6,879969;51,139682;2;204
486;URD2;n;2013;C;27. Jul;02. Aug;208;214;37,5;486;6,879969;51,139682;2;211
487;URD2;n;2013;C;03. Aug;10. Aug;215;222;27,4;487;6,879969;51,139682;2;218,5
488;URD2;n;2013;C;11. Aug;17. Aug;223;229;20,7;488;6,879969;51,139682;2;226
489;URD2;n;2013;C;18. Aug;24. Aug;230;236;9,3;489;6,879969;51,139682;2;233
490;URD2;n;2013;C;25. Aug;31. Aug;237;243;11,2;490;6,879969;51,139682;2;240
491;URD2;n;2013;C;01. Sep;05. Sep;244;248;9,1;491;6,879969;51,139682;2;246
492;URD2;n;2013;C;06. Sep;14. Sep;249;257;5,9;492;6,879969;51,139682;2;253
493;URD2;n;2013;C;15. Sep;28. Sep;258;271;2,1;493;6,879969;51,139682;2;264,5
494;URD2;n;2013;C;29. Sep;13. Okt;272;286;1,5;494;6,879969;51,139682;2;279
1290;BIR1;n;2014;C;05. Apr;12. Apr;95;102;12,6;1290;6,466032;51,62895;2;98,5
1291;BIR1;n;2014;C;13. Apr;25. Apr;103;115;32,7;1291;6,466032;51,62895;2;109
1292;BIR1;n;2014;C;26. Apr;14. Mai;116;134;31,6;1292;6,466032;51,62895;2;125
1293;BIR1;n;2014;C;15. Mai;30. Mai;135;150;26,1;1293;6,466032;51,62895;2;142,5
1294;BIR1;n;2014;C;31. Mai;09. Jun;151;160;23,3;1294;6,466032;51,62895;2;155,5
1295;BIR1;n;2014;C;10. Jun;28. Jun;161;179;64,6;1295;6,466032;51,62895;2;170
1296;BIR1;n;2014;C;29. Jun;08. Jul;180;189;31,9;1296;6,466032;51,62895;2;184,5
1297;BIR1;n;2014;C;09. Jul;23. Jul;190;204;49,5;1297;6,466032;51,62895;2;197
1298;BIR1;n;2014;C;24. Jul;09. Aug;205;221;28,1;1298;6,466032;51,62895;2;213
1299;BIR1;n;2014;C;10. Aug;28. Aug;222;240;22,6;1299;6,466032;51,62895;2;231
1300;BIR1;n;2014;C;29. Aug;26. Sep;241;269;23,1;1300;6,466032;51,62895;2;255
1301;BIR1;n;2014;C;27. Sep;17. Okt;270;290;9,3;1301;6,466032;51,62895;2;280
1302;BIR1;n;2014;C;18. Okt;25. Okt;291;298;1,8;1302;6,466032;51,62895;2;294,5
1303;BIR1;n;2014;C;26. Okt;03. Nov;299;307;7,9;1303;6,466032;51,62895;2;303
1247;BIS1;n;2014;C;22. Mrz;12. Apr;81;102;14,8;1247;6,483285;51,64659;2;91,5
1248;BIS1;n;2014;C;13. Apr;25. Apr;103;115;39,7;1248;6,483285;51,64659;2;109
1249;BIS1;n;2014;C;26. Apr;13. Mai;116;133;20,3;1249;6,483285;51,64659;2;124,5
1250;BIS1;n;2014;C;14. Mai;30. Mai;134;150;35;1250;6,483285;51,64659;2;142
1251;BIS1;n;2014;C;31. Mai;09. Jun;151;160;35,7;1251;6,483285;51,64659;2;155,5
1252;BIS1;n;2014;C;10. Jun;28. Jun;161;179;45,1;1252;6,483285;51,64659;2;170
1253;BIS1;n;2014;C;29. Jun;08. Jul;180;189;23,9;1253;6,483285;51,64659;2;184,5
1254;BIS1;n;2014;C;09. Jul;22. Jul;190;203;53;1254;6,483285;51,64659;2;196,5
1255;BIS1;n;2014;C;23. Jul;11. Aug;204;223;41,3;1255;6,483285;51,64659;2;213,5
1256;BIS1;n;2014;C;12. Aug;28. Aug;224;240;16,3;1256;6,483285;51,64659;2;232
1257;BIS1;n;2014;C;29. Aug;26. Sep;241;269;35,7;1257;6,483285;51,64659;2;255
1258;BIS1;n;2014;C;27. Sep;16. Okt;270;289;12,5;1258;6,483285;51,64659;2;279,5
1259;BIS1;n;2014;C;17. Okt;25. Okt;290;298;1,8;1259;6,483285;51,64659;2;294
575;BIS10;n;2014;C;13. Apr;25. Apr;103;115;50;575;6,482997;51,642649;2;109
576;BIS10;n;2014;C;26. Apr;13. Mai;116;133;22,2;576;6,482997;51,642649;2;124,5
577;BIS10;n;2014;C;14. Mai;30. Mai;134;150;19,3;577;6,482997;51,642649;2;142
578;BIS10;n;2014;C;31. Mai;09. Jun;151;160;40,5;578;6,482997;51,642649;2;155,5
579;BIS10;n;2014;C;10. Jun;28. Jun;161;179;54;579;6,482997;51,642649;2;170
580;BIS10;n;2014;C;29. Jun;08. Jul;180;189;18,5;580;6,482997;51,642649;2;184,5
581;BIS10;n;2014;C;09. Jul;22. Jul;190;203;22,8;581;6,482997;51,642649;2;196,5
582;BIS10;n;2014;C;23. Jul;11. Aug;204;223;32,1;582;6,482997;51,642649;2;213,5
583;BIS10;n;2014;C;12. Aug;28. Aug;224;240;6,3;583;6,482997;51,642649;2;232
584;BIS10;n;2014;C;29. Aug;26. Sep;241;269;8;584;6,482997;51,642649;2;255
1210;BIS2;n;2014;C;22. Mrz;12. Apr;81;102;12,2;1210;6,493301;51,64372;2;91,5
1211;BIS2;n;2014;C;13. Apr;28. Apr;103;118;24,9;1211;6,493301;51,64372;2;110,5
1212;BIS2;n;2014;C;29. Apr;13. Mai;119;133;17,5;1212;6,493301;51,64372;2;126
1213;BIS2;n;2014;C;14. Mai;30. Mai;134;150;21,9;1213;6,493301;51,64372;2;142
1214;BIS2;n;2014;C;31. Mai;09. Jun;151;160;17,5;1214;6,493301;51,64372;2;155,5
1215;BIS2;n;2014;C;10. Jun;28. Jun;161;179;37,7;1215;6,493301;51,64372;2;170
1216;BIS2;n;2014;C;29. Jun;08. Jul;180;189;15,3;1216;6,493301;51,64372;2;184,5
1217;BIS2;n;2014;C;09. Jul;22. Jul;190;203;24,2;1217;6,493301;51,64372;2;196,5
1218;BIS2;n;2014;C;23. Jul;11. Aug;204;223;22,6;1218;6,493301;51,64372;2;213,5
1219;BIS2;n;2014;C;12. Aug;28. Aug;224;240;9,3;1219;6,493301;51,64372;2;232
1220;BIS2;n;2014;C;29. Aug;26. Sep;241;269;14,2;1220;6,493301;51,64372;2;255
1221;BIS2;n;2014;C;27. Sep;16. Okt;270;289;8,9;1221;6,493301;51,64372;2;279,5
1222;BIS2;n;2014;C;17. Okt;26. Okt;290;299;1,5;1222;6,493301;51,64372;2;294,5
539;BIS3;n;2014;C;22. Mrz;12. Apr;81;102;10,6;539;6,485721;51,651861;2;91,5
540;BIS3;n;2014;C;13. Apr;25. Apr;103;115;28,4;540;6,485721;51,651861;2;109
541;BIS3;n;2014;C;26. Apr;13. Mai;116;133;32,9;541;6,485721;51,651861;2;124,5
542;BIS3;n;2014;C;14. Mai;30. Mai;134;150;46,2;542;6,485721;51,651861;2;142
543;BIS3;n;2014;C;31. Mai;09. Jun;151;160;36,8;543;6,485721;51,651861;2;155,5
544;BIS3;n;2014;C;10. Jun;28. Jun;161;179;59,3;544;6,485721;51,651861;2;170
545;BIS3;n;2014;C;29. Jun;08. Jul;180;189;20,8;545;6,485721;51,651861;2;184,5
546;BIS3;n;2014;C;09. Jul;22. Jul;190;203;30;546;6,485721;51,651861;2;196,5
547;BIS3;n;2014;C;23. Jul;11. Aug;204;223;25,4;547;6,485721;51,651861;2;213,5
548;BIS3;n;2014;C;12. Aug;28. Aug;224;240;9,8;548;6,485721;51,651861;2;232
549;BIS3;n;2014;C;29. Aug;26. Sep;241;269;18,4;549;6,485721;51,651861;2;255
550;BIS3;n;2014;C;27. Sep;17. Okt;270;290;7;550;6,485721;51,651861;2;280
551;BIS8;n;2014;C;22. Mrz;12. Apr;81;102;11,2;551;6,507335;51,659626;2;91,5
552;BIS8;n;2014;C;13. Apr;25. Apr;103;115;14,2;552;6,507335;51,659626;2;109
553;BIS8;n;2014;C;26. Apr;13. Mai;116;133;13,5;553;6,507335;51,659626;2;124,5
554;BIS8;n;2014;C;14. Mai;30. Mai;134;150;21,4;554;6,507335;51,659626;2;142
555;BIS8;n;2014;C;31. Mai;09. Jun;151;160;22,6;555;6,507335;51,659626;2;155,5
556;BIS8;n;2014;C;10. Jun;28. Jun;161;179;53;556;6,507335;51,659626;2;170
557;BIS8;n;2014;C;29. Jun;08. Jul;180;189;35,6;557;6,507335;51,659626;2;184,5
558;BIS8;n;2014;C;09. Jul;22. Jul;190;203;81,2;558;6,507335;51,659626;2;196,5
559;BIS8;n;2014;C;23. Jul;11. Aug;204;223;67,7;559;6,507335;51,659626;2;213,5
560;BIS8;n;2014;C;12. Aug;28. Aug;224;240;26,2;560;6,507335;51,659626;2;232
561;BIS8;n;2014;C;29. Aug;26. Sep;241;269;32,8;561;6,507335;51,659626;2;255
562;BIS8;n;2014;C;27. Sep;17. Okt;270;290;24,5;562;6,507335;51,659626;2;280
563;BIS9;n;2014;C;22. Mrz;12. Apr;81;102;3,6;563;6,483046;51,643688;2;91,5
564;BIS9;n;2014;C;13. Apr;25. Apr;103;115;18,4;564;6,483046;51,643688;2;109
565;BIS9;n;2014;C;26. Apr;13. Mai;116;133;7,9;565;6,483046;51,643688;2;124,5
566;BIS9;n;2014;C;14. Mai;30. Mai;134;150;46,6;566;6,483046;51,643688;2;142
567;BIS9;n;2014;C;31. Mai;09. Jun;151;160;19,9;567;6,483046;51,643688;2;155,5
568;BIS9;n;2014;C;10. Jun;28. Jun;161;179;39,6;568;6,483046;51,643688;2;170
569;BIS9;n;2014;C;29. Jun;08. Jul;180;189;24,9;569;6,483046;51,643688;2;184,5
570;BIS9;n;2014;C;09. Jul;22. Jul;190;203;28,4;570;6,483046;51,643688;2;196,5
571;BIS9;n;2014;C;23. Jul;11. Aug;204;223;29,4;571;6,483046;51,643688;2;213,5
572;BIS9;n;2014;C;12. Aug;28. Aug;224;240;7,4;572;6,483046;51,643688;2;232
573;BIS9;n;2014;C;29. Aug;26. Sep;241;269;20,2;573;6,483046;51,643688;2;255
574;BIS9;n;2014;C;27. Sep;17. Okt;270;290;5,8;574;6,483046;51,643688;2;280
659;BOO1;n;2014;C;29. Mrz;04. Apr;88;94;9,1;659;6,53234;51,383126;2;91
660;BOO1;n;2014;C;05. Apr;11. Apr;95;101;9,9;660;6,53234;51,383126;2;98
661;BOO1;n;2014;C;12. Apr;18. Apr;102;108;9;661;6,53234;51,383126;2;105
662;BOO1;n;2014;C;19. Apr;25. Apr;109;115;21,1;662;6,53234;51,383126;2;112
663;BOO1;n;2014;C;26. Apr;02. Mai;116;122;8,9;663;6,53234;51,383126;2;119
664;BOO1;n;2014;C;03. Mai;09. Mai;123;129;10;664;6,53234;51,383126;2;126
665;BOO1;n;2014;C;10. Mai;16. Mai;130;136;8,3;665;6,53234;51,383126;2;133
666;BOO1;n;2014;C;17. Mai;23. Mai;137;143;18,2;666;6,53234;51,383126;2;140
667;BOO1;n;2014;C;24. Mai;30. Mai;144;150;12,1;667;6,53234;51,383126;2;147
668;BOO1;n;2014;C;31. Mai;06. Jun;151;157;15,8;668;6,53234;51,383126;2;154
669;BOO1;n;2014;C;07. Jun;13. Jun;158;164;20,4;669;6,53234;51,383126;2;161
670;BOO1;n;2014;C;14. Jun;20. Jun;165;171;12,3;670;6,53234;51,383126;2;168
671;BOO1;n;2014;C;21. Jun;27. Jun;172;178;16;671;6,53234;51,383126;2;175
672;BOO1;n;2014;C;28. Jun;04. Jul;179;185;17,7;672;6,53234;51,383126;2;182
673;BOO1;n;2014;C;05. Jul;11. Jul;186;192;20,9;673;6,53234;51,383126;2;189
674;BOO1;n;2014;C;12. Jul;18. Jul;193;199;31,8;674;6,53234;51,383126;2;196
675;BOO1;n;2014;C;19. Jul;25. Jul;200;206;22,7;675;6,53234;51,383126;2;203
676;BOO1;n;2014;C;26. Jul;01. Aug;207;213;26,5;676;6,53234;51,383126;2;210
677;BOO1;n;2014;C;02. Aug;15. Aug;214;227;34,7;677;6,53234;51,383126;2;220,5
678;BOO1;n;2014;C;16. Aug;29. Aug;228;241;29,6;678;6,53234;51,383126;2;234,5
679;BOO1;n;2014;C;30. Aug;12. Sep;242;255;34,5;679;6,53234;51,383126;2;248,5
680;BOO1;n;2014;C;13. Sep;26. Sep;256;269;14,6;680;6,53234;51,383126;2;262,5
681;BOO1;n;2014;C;27. Sep;10. Okt;270;283;11,3;681;6,53234;51,383126;2;276,5
682;BOO1;n;2014;C;11. Okt;01. Nov;284;305;14,4;682;6,53234;51,383126;2;294,5
683;GEO1;x;2014;C;05. Apr;11. Apr;95;101;6,4;683;6,551231;51,367496;2;98
684;GEO1;x;2014;C;12. Apr;18. Apr;102;108;7;684;6,551231;51,367496;2;105
685;GEO1;x;2014;C;19. Apr;25. Apr;109;115;20,8;685;6,551231;51,367496;2;112
686;GEO1;x;2014;C;26. Apr;02. Mai;116;122;19,6;686;6,551231;51,367496;2;119
687;GEO1;x;2014;C;03. Mai;09. Mai;123;129;15,8;687;6,551231;51,367496;2;126
688;GEO1;x;2014;C;10. Mai;16. Mai;130;136;9,4;688;6,551231;51,367496;2;133
689;GEO1;x;2014;C;17. Mai;23. Mai;137;143;19,7;689;6,551231;51,367496;2;140
690;GEO1;x;2014;C;24. Mai;30. Mai;144;150;8,8;690;6,551231;51,367496;2;147
691;GEO1;x;2014;C;31. Mai;06. Jun;151;157;10,4;691;6,551231;51,367496;2;154
692;GEO1;x;2014;C;07. Jun;13. Jun;158;164;18;692;6,551231;51,367496;2;161
693;GEO1;x;2014;C;14. Jun;20. Jun;165;171;15,5;693;6,551231;51,367496;2;168
694;GEO1;x;2014;C;21. Jun;27. Jun;172;178;26,9;694;6,551231;51,367496;2;175
695;GEO1;x;2014;C;28. Jun;04. Jul;179;185;30,4;695;6,551231;51,367496;2;182
696;GEO1;x;2014;C;05. Jul;11. Jul;186;192;19,6;696;6,551231;51,367496;2;189
697;GEO1;x;2014;C;12. Jul;18. Jul;193;199;14,1;697;6,551231;51,367496;2;196
698;GEO1;x;2014;C;19. Jul;25. Jul;200;206;12,4;698;6,551231;51,367496;2;203
699;GEO1;x;2014;C;26. Jul;01. Aug;207;213;10,3;699;6,551231;51,367496;2;210
700;GEO1;x;2014;C;02. Aug;15. Aug;214;227;23,1;700;6,551231;51,367496;2;220,5
701;GEO1;x;2014;C;16. Aug;29. Aug;228;241;18,6;701;6,551231;51,367496;2;234,5
702;GEO1;x;2014;C;30. Aug;12. Sep;242;255;26,5;702;6,551231;51,367496;2;248,5
703;GEO1;x;2014;C;13. Sep;26. Sep;256;269;20,8;703;6,551231;51,367496;2;262,5
704;GEO1;x;2014;C;27. Sep;10. Okt;270;283;15,1;704;6,551231;51,367496;2;276,5
705;GEO1;x;2014;C;11. Okt;01. Nov;284;305;9,8;705;6,551231;51,367496;2;294,5
977;KAN1;x;2014;C;15. Mrz;11. Apr;74;101;2,8;977;6,696231;51,628426;1;87,5
978;KAN1;x;2014;C;12. Apr;27. Apr;102;117;4,6;978;6,696231;51,628426;1;109,5
979;KAN1;x;2014;C;28. Apr;12. Mai;118;132;4,5;979;6,696231;51,628426;1;125
980;KAN1;x;2014;C;13. Mai;01. Jun;133;152;12,4;980;6,696231;51,628426;1;142,5
981;KAN1;x;2014;C;02. Jun;10. Jun;153;161;9,5;981;6,696231;51,628426;1;157
982;KAN1;x;2014;C;11. Jun;28. Jun;162;179;12,2;982;6,696231;51,628426;1;170,5
983;KAN1;x;2014;C;29. Jun;10. Jul;180;191;12;983;6,696231;51,628426;1;185,5
984;KAN1;x;2014;C;11. Jul;21. Jul;192;202;9,8;984;6,696231;51,628426;1;197
985;KAN1;x;2014;C;22. Jul;08. Aug;203;220;13,4;985;6,696231;51,628426;1;211,5
986;KAN1;x;2014;C;09. Aug;07. Sep;221;250;10,6;986;6,696231;51,628426;1;235,5
987;KAN1;x;2014;C;08. Sep;26. Sep;251;269;6,9;987;6,696231;51,628426;1;260
988;KAN1;x;2014;C;27. Sep;21. Okt;270;294;19,2;988;6,696231;51,628426;1;282
