"site","unit","plot","treatment","timestep","l_tph","l_ba","l_qmd","d_tph","d_ba","p_ba","p_seed","np_seed","p_sap","np_sap","midstory_shrubs","graminoids","forb","shrub","tree","vine","non_native","richness","diversity","evenness","ground","fine","cwd","ptorch","pmort"
"Montana","2","29","Mech+Fire","pre",270,16.66,28.03,0,0,100,0,6000,20,773.33,NA,1,8,17,NA,NA,0,20,1.1,0.25,3.98,1.51,2.42,1,0
"Montana","2","29","Mech+Fire","post",20,1.48,30.71,10,0,100,3500,5000,460,940,NA,10,25,22,NA,NA,0,22,1.01,0.19,6.21,0.06,21.23,1,0
"Montana","2","33","Mech+Fire","pre",390,24.8,28.46,10,0.3,100,0,2500,13.33,546.67,NA,4,12,19,NA,NA,0,24,1.18,0.26,12.47,3.4,0,0,0
"Montana","2","33","Mech+Fire","post",150,15.55,36.34,50,0,78.27,500,0,20,1440,NA,12,18,30,NA,NA,3,22,1.16,0.23,47.41,2.97,6.77,0,1
"Montana","3","2","Mech+Fire","pre",510,24.1,24.53,0,0,99.57,2000,500,226.67,33.33,NA,1,6,11,NA,NA,0,24,0.81,0.18,16.45,1.56,0,0,0
"Montana","3","2","Mech+Fire","post",200,11.86,27.47,10,0,100,3000,0,60,0,NA,3,4,2,NA,NA,0,20,0.41,0.09,38.03,3.75,15.45,0,0
"Montana","3","5","Mech+Fire","pre",220,18.58,32.79,0,0,100,6000,500,1013.33,93.33,NA,1,6,26,NA,NA,1,31,1.18,0.26,11.67,0.16,0,0,0
"Montana","3","5","Mech+Fire","post",120,16.94,42.39,0,0,100,3000,0,40,20,NA,2,9,9,NA,NA,1,20,0.67,0.14,15.83,2.65,1.96,0,0
"Montana","3","9","Mech+Fire","pre",340,28.6,32.73,0,0,84.02,5000,500,206.67,133.33,NA,2,7,27,NA,NA,0,28,1.14,0.25,18.04,0.05,6.54,0,0
"Montana","3","9","Mech+Fire","post",80,10.88,41.61,10,0,100,10000,0,40,20,NA,3,3,6,NA,NA,0,17,0.44,0.09,26.14,16.43,8.59,0,0
"Montana","3","12","Mech+Fire","pre",510,22.29,23.59,0,0,77.66,250,4000,100,260,NA,1,6,6,NA,NA,0,21,0.63,0.14,2.39,1.32,0.94,1,0
"Montana","3","12","Mech+Fire","post",110,12.69,38.33,0,0,100,4500,0,40,0,NA,1,2,5,NA,NA,0,19,0.35,0.07,10.07,17.21,8.68,0,0
"Montana","3","18","Mech+Fire","pre",160,12.26,31.24,0,0,100,2250,0,253.33,126.67,NA,3,6,21,NA,NA,0,28,0.95,0.2,5.31,1.23,0,0,0
"Montana","3","18","Mech+Fire","post",140,14.13,35.84,0,0,100,1500,0,180,40,NA,5,10,15,NA,NA,0,20,0.76,0.15,25.53,0.77,0,0,0
"Montana","3","22","Mech+Fire","pre",130,18.96,43.1,0,0,100,5500,250,126.67,100,NA,2,7,8,NA,NA,0,31,0.87,0.2,13,1.24,0,0,0
"Montana","3","22","Mech+Fire","post",80,19.24,55.34,0,0,100,3500,0,80,0,NA,10,9,12,NA,NA,0,25,0.85,0.18,24.15,6.66,0,0,0
"Montana","3","24","Mech+Fire","pre",200,23.14,38.38,0,0,100,7000,1250,633.33,206.67,NA,1,6,6,NA,NA,1,26,0.65,0.14,6.9,0.01,0,0,0
"Montana","3","24","Mech+Fire","post",40,8.22,51.15,30,2.87,100,2500,500,180,160,NA,5,5,8,NA,NA,1,24,0.59,0.12,21.75,29.78,14.29,0,1
"Montana","3","26","Mech+Fire","pre",440,35.96,32.26,0,0,96.47,0,2000,6.67,460,NA,4,12,5,NA,NA,0,28,0.94,0.22,7.43,14.57,68.1,0,0
"Montana","3","26","Mech+Fire","post",40,10.42,57.6,0,0,77.74,1000,0,100,20,NA,9,6,12,NA,NA,0,21,0.8,0.17,20.7,3.34,2.77,0,0
"Montana","3","29","Mech+Fire","pre",330,27.56,32.61,0,0,24.99,250,1000,106.67,106.67,NA,2,9,7,NA,NA,2,28,1.13,0.27,22.02,0.68,0,0,0
"Montana","3","29","Mech+Fire","post",20,5,56.44,0,0,97.95,500,0,100,120,NA,10,13,9,NA,NA,1,20,0.87,0.18,8.15,3.36,17.35,0,0
"Montana","3","33","Mech+Fire","pre",620,23.62,22.03,10,0.12,55.11,500,500,46.67,440,NA,2,9,10,NA,NA,1,27,1.28,0.31,6.63,0.03,0,1,0
"Montana","3","33","Mech+Fire","post",70,7.2,36.2,10,0,92.1,4000,0,200,440,NA,10,20,15,NA,NA,1,17,1.27,0.26,6.96,6.75,7.34,0,0
"Montana","1","2","Control","pre",110,7.18,28.82,0,0,100,1000,250,3173.33,20,NA,1,11,8,NA,NA,0,27,0.84,0.18,2.65,0.93,0,1,0
"Montana","1","2","Control","post",260,11.77,24.01,0,0,85.45,3500,1000,7840,120,NA,2,25,23,NA,NA,0,19,0.96,0.19,3.86,0.04,0,0,1
"Montana","1","5","Control","pre",140,9.12,28.8,0,0,98.36,750,0,160,40,NA,3,4,9,NA,NA,0,20,0.72,0.16,17.93,1.7,1.75,0,0
"Montana","1","5","Control","post",260,10.28,22.43,0,0,65.04,500,1500,620,100,NA,16,6,18,NA,NA,0,15,0.9,0.18,30.21,21.72,31.79,1,1
"Montana","1","9","Control","pre",210,15.71,30.86,0,0,100,2750,0,233.33,0,NA,5,5,9,NA,NA,0,27,0.9,0.21,3.34,1.4,0,0,0
"Montana","1","9","Control","post",260,22.04,32.86,10,0,84.2,2500,0,1420,40,NA,7,13,24,NA,NA,0,20,1.06,0.21,5.2,0.02,0,0,0
"Montana","1","12","Control","pre",350,19.71,26.78,20,0.33,100,250,750,40,40,NA,2,8,11,NA,NA,0,24,0.89,0.2,16.61,0.33,2.24,0,0
"Montana","1","12","Control","post",250,14.47,27.15,40,0,52.74,500,2500,80,220,NA,2,13,19,NA,NA,0,16,0.75,0.15,19.43,11.95,0,0,0
"Montana","1","18","Control","pre",130,5.82,23.87,0,0,100,2500,0,4486.67,20,NA,2,4,15,NA,NA,0,20,0.73,0.16,13.26,0.16,0,1,1
"Montana","1","18","Control","post",250,9.83,22.37,10,0,60.85,1000,0,8180,60,NA,4,7,32,NA,NA,0,18,0.8,0.16,21.69,0.84,4.55,0,1
"Montana","1","22","Control","pre",250,14.11,26.81,0,0,98.37,1500,0,273.33,33.33,NA,3,8,8,NA,NA,0,24,0.79,0.17,9.97,0.44,16.9,0,0
"Montana","1","22","Control","post",280,17.32,28.07,0,0,65.87,500,500,920,140,NA,5,15,11,NA,NA,0,18,0.76,0.15,11.6,1.49,3.62,0,0
"Montana","1","24","Control","pre",460,21.46,24.37,0,0,100,0,1250,0,53.33,NA,1,12,12,NA,NA,0,19,0.87,0.2,16.61,0.38,0,1,0
"Montana","1","24","Control","post",280,15.14,26.24,130,0,7.1,0,1500,20,180,NA,9,19,28,NA,NA,2,16,1,0.2,28.87,22.31,13.51,0,1
"Montana","1","26","Control","pre",470,18.31,22.27,20,0.34,100,0,1000,306.67,46.67,NA,3,6,7,NA,NA,0,17,0.59,0.13,4.67,1.57,18.04,0,0
"Montana","1","26","Control","post",350,19.59,26.69,50,0.74,24.22,1500,0,1220,100,NA,7,14,19,NA,NA,0,14,0.83,0.17,23.97,5.9,13.18,0,1
"Montana","1","29","Control","pre",690,26.57,22.14,0,0,100,750,0,106.67,0,NA,1,12,7,NA,NA,0,26,0.67,0.14,13.53,6.1,12.34,0,0
"Montana","1","29","Control","post",230,13.89,27.73,60,0,NA,NA,NA,NA,NA,NA,6,14,20,NA,NA,0,19,0.92,0.18,56.62,9.41,79.98,1,1
"Montana","1","33","Control","pre",660,22.67,20.91,0,0,99.37,0,0,120,146.67,NA,1,3,9,NA,NA,0,21,0.57,0.13,16.87,4.41,21.35,0,0
"Montana","1","33","Control","post",370,11.56,19.95,50,0,23.38,0,1500,80,300,NA,12,11,27,NA,NA,0,16,0.91,0.18,28.01,12.12,41.06,1,1
"Montana","2","2","Control","pre",400,21.68,26.27,90,1.59,100,0,7000,6.67,860,NA,2,11,12,NA,NA,0,25,0.99,0.22,30.51,3.45,3.34,0,0
"Montana","2","2","Control","post",390,27.52,29.97,50,0,34.88,0,4500,60,5320,NA,12,10,19,NA,NA,0,16,0.85,0.17,67.66,3.23,1.35,0,0
"Montana","2","5","Control","pre",420,22.88,26.34,70,2.1,100,0,750,13.33,46.67,NA,3,8,9,NA,NA,0,18,0.62,0.13,9.28,0.86,58.45,0,0
"Montana","2","5","Control","post",320,20.1,28.28,30,0,11.29,0,2000,40,320,NA,13,17,4,NA,NA,0,14,0.67,0.13,35.43,2.97,40.29,0,0
"Montana","2","9","Control","pre",280,23.93,32.99,30,4.76,100,0,2250,20,266.67,NA,2,5,4,NA,NA,0,26,0.52,0.11,10.61,1.56,3.51,0,0
"Montana","2","9","Control","post",140,19.29,41.88,70,0,15.52,0,4500,60,1820,NA,10,18,6,NA,NA,0,18,0.8,0.16,16.71,19.72,4.62,0,1
"Montana","2","12","Control","pre",550,29.23,26.01,50,1.19,100,0,1500,20,460,NA,4,11,23,NA,NA,0,22,1.02,0.21,11.94,1.59,0,1,0
"Montana","2","12","Control","post",430,27.16,28.36,70,0,20.41,0,7500,20,1360,NA,8,20,27,NA,NA,0,18,0.96,0.18,21.65,11.33,21.39,1,1
"Montana","2","18","Control","pre",380,24.15,28.44,40,0.59,100,500,5000,26.67,553.33,NA,2,3,6,NA,NA,0,17,0.61,0.14,3.61,1.52,6.26,0,0
"Montana","2","18","Control","post",350,25.92,30.7,20,0,43.32,0,5500,40,3280,NA,11,12,6,NA,NA,0,15,0.8,0.17,34.52,2.95,1.14,0,1
"Montana","2","22","Control","pre",310,17.39,26.73,80,2.77,100,500,1750,40,860,NA,1,15,3,NA,NA,0,26,0.61,0.13,9.55,3.73,7.88,0,0
"Montana","2","22","Control","post",280,21,30.9,40,0,27.04,500,4500,40,3220,NA,20,21,5,NA,NA,0,15,0.57,0.1,26.02,5.58,26.28,0,1
"Montana","2","24","Control","pre",540,24.44,24.01,20,2.41,100,500,3250,33.33,320,NA,2,12,7,NA,NA,0,26,0.81,0.18,19.26,2.18,3.14,1,0
"Montana","2","24","Control","post",470,27.08,27.08,10,0,33.38,0,3500,60,1520,NA,13,18,13,NA,NA,0,17,0.8,0.15,18.46,6.68,2.54,0,0
"Montana","2","26","Control","pre",410,23.16,26.82,20,0.43,100,250,3500,6.67,320,NA,3,6,11,NA,NA,0,21,0.67,0.14,13.26,3.06,0.56,0,0
"Montana","2","26","Control","post",280,19.83,30.03,120,0,59.34,0,4500,20,1520,NA,16,18,10,NA,NA,0,18,0.7,0.13,41.76,28.14,50.73,1,1
"Montana","2","29","Control","pre",260,20.9,31.99,40,2.09,100,750,4000,40,406.67,NA,3,2,7,NA,NA,0,21,0.72,0.17,16.18,1.11,0,0,0
"Montana","2","29","Control","post",340,26.92,31.75,10,0,65.86,0,5500,60,1320,NA,17,3,12,NA,NA,0,16,0.6,0.11,26.82,0.1,11.07,1,0
"Montana","2","33","Control","pre",690,34.18,25.12,140,5.52,100,0,3000,33.33,206.67,NA,3,6,14,NA,NA,0,20,0.86,0.19,19.9,6.82,13.23,0,0
"Montana","2","33","Control","post",640,39.87,28.16,140,0,27.59,0,9000,40,1000,NA,10,11,25,NA,NA,0,14,0.88,0.17,37.69,21.64,2.71,1,1
"Montana","3","2","Control","pre",400,24.38,27.86,20,0.27,97.01,500,6250,40,893.33,NA,7,12,9,NA,NA,0,29,1.07,0.24,16.61,4.38,48.99,0,0
"Montana","3","2","Control","post",290,20.51,30.01,30,0,28.28,1000,6000,80,5140,NA,4,16,16,NA,NA,0,14,0.97,0.21,39.95,13.35,66.08,0,1
"Montana","3","5","Control","pre",340,31.16,34.16,10,0.1,100,1250,1750,86.67,153.33,NA,3,3,4,NA,NA,0,27,0.48,0.11,9.71,0.52,2.12,0,0
"Montana","3","5","Control","post",220,20.01,34.03,70,0,20.72,2000,1000,60,1820,NA,4,8,9,NA,NA,0,19,0.71,0.15,47.54,24.43,136.41,1,1
"Montana","3","9","Control","pre",180,27.88,44.4,10,0.55,100,1250,3250,66.67,1080,NA,5,4,8,NA,NA,0,34,0.73,0.16,11.99,4.17,24.94,0,0
"Montana","3","9","Control","post",240,9.35,22.27,40,0,26.72,500,4500,100,4760,NA,3,7,18,NA,NA,0,15,0.78,0.16,39.22,27.58,23.81,1,1
"Montana","3","12","Control","pre",280,13.66,24.92,0,0,100,1750,3000,493.33,586.67,NA,9,11,7,NA,NA,0,28,1.07,0.24,8.65,3.98,7.53,0,0
"Montana","3","12","Control","post",280,14.74,25.89,0,0,36.45,0,12500,540,2940,NA,4,11,9,NA,NA,0,17,0.65,0.14,23.76,13.71,51.13,1,1
"Montana","3","18","Control","pre",260,24.2,34.43,10,0.15,93.6,8500,5250,493.33,366.67,NA,5,3,11,NA,NA,1,25,0.65,0.14,24.56,2.3,0,0,0
"Montana","3","18","Control","post",190,13.02,29.54,80,0,53.9,2000,3000,2440,4200,NA,5,7,19,NA,NA,0,24,0.77,0.15,51.75,22.3,49.44,1,1
"Montana","3","22","Control","pre",360,31.78,33.53,20,2.17,100,1500,2500,86.67,713.33,NA,2,4,15,NA,NA,0,23,0.83,0.19,4.24,0.35,3.77,0,0
"Montana","3","22","Control","post",370,36.87,35.62,10,0,55.29,0,1500,60,2620,NA,9,12,30,NA,NA,0,18,1.01,0.21,11.23,0,7.67,0,0
"Montana","3","24","Control","pre",790,35.45,23.9,90,2.02,100,0,1750,13.33,53.33,NA,4,14,13,NA,NA,0,20,1,0.22,21.22,2.36,14.4,0,1
"Montana","3","24","Control","post",530,28.64,26.23,170,0,2.63,500,8500,0,280,NA,11,14,13,NA,NA,1,18,0.99,0.21,46.19,6.41,60.14,0,1
"Montana","3","26","Control","pre",770,39.9,25.69,10,1.19,100,750,1000,533.33,86.67,NA,4,6,20,NA,NA,0,25,1.1,0.26,25.2,0.6,0.75,1,1
"Montana","3","26","Control","post",560,25.48,24.07,90,0,13.57,0,2500,860,580,NA,13,10,20,NA,NA,0,22,1.05,0.22,33.94,13.35,94.98,1,1
"Montana","3","29","Control","pre",470,43.59,34.36,0,0,100,500,1250,100,126.67,NA,4,7,9,NA,NA,1,24,1.06,0.26,17.51,3.08,0,0,0
"Montana","3","29","Control","post",230,12.02,25.8,80,0,4.05,0,1000,60,940,NA,12,14,26,NA,NA,1,19,1.14,0.23,61.48,16.4,149.7,1,1
"Montana","3","33","Control","pre",400,40.45,35.88,20,1.18,100,1750,250,20,73.33,NA,5,5,8,NA,NA,0,27,1.06,0.26,45.79,3.36,5.3,0,0
"Montana","3","33","Control","post",210,16.45,31.58,60,0,22.66,0,500,0,380,NA,10,7,32,NA,NA,0,18,1.25,0.26,109.65,17.78,109.24,1,1
"North Carolina","1","1","Control","pre",520,35.94,29.66,0,0,48.81,500,NA,100,NA,2,1,1,4,NA,9,NA,16,1.63,0.6,24.17,11.17,9.94,NA,NA
"North Carolina","1","1","Control","post",440,36.08,32.31,20,0.93,49.56,2500,NA,400,NA,1,0,1,1,NA,6,NA,11,1.25,0.62,23.6,14.98,33.84,NA,NA
"North Carolina","1","2","Fire","pre",240,6.43,18.47,40,8.48,99.36,0,NA,0,NA,2,0,0,4,NA,2,NA,6,0.37,0.09,29.76,5.33,71.72,NA,NA
"North Carolina","1","2","Fire","post",420,13.42,20.17,40,1.54,41.76,0,NA,20,NA,5,0,0,2,NA,2,NA,3,0.19,0.05,13.41,14.27,13.55,NA,NA
"North Carolina","1","2","Mech","pre",880,29.43,20.64,80,2.3,79.45,1000,NA,220,NA,60,0,3,32,NA,0,NA,4,0.91,0.22,21.63,6.51,5.87,NA,NA
"North Carolina","1","2","Mech","post",500,28.47,26.93,40,7.71,79.33,500,NA,200,NA,7,0,2,38,NA,1,NA,5,0.85,0.2,22.61,15.52,32.39,NA,NA
"North Carolina","1","2","Mech+Fire","pre",320,14.97,24.4,0,0,77.85,0,NA,920,NA,42,0,1,15,NA,0,NA,8,0.67,0.17,23.6,7.67,3.16,NA,NA
"North Carolina","1","2","Mech+Fire","post",340,14.58,23.37,40,9.33,84.62,2500,NA,340,NA,1,0,0,28,NA,1,NA,9,0.75,0.17,15.73,17.73,6.33,NA,NA
"North Carolina","1","5","Control","pre",420,27.5,28.88,20,0.87,31.34,1000,NA,120,NA,99,0,17,5,NA,1,NA,16,1.14,0.36,28.21,7.73,11.29,NA,NA
"North Carolina","1","5","Control","post",520,27.48,25.94,0,0,30.86,0,NA,180,NA,171,1,14,6,NA,1,NA,8,1.3,0.42,22.23,6.01,3.47,NA,NA
"North Carolina","1","6","Fire","pre",1000,43.94,23.65,100,15.49,23.02,0,NA,60,NA,43,0,0,4,NA,1,NA,5,0.26,0.06,23.14,3.21,0.83,NA,NA
"North Carolina","1","6","Fire","post",620,28.02,23.99,120,14.76,37.07,0,NA,20,NA,1,0,0,5,NA,1,NA,8,0.24,0.05,15.99,2.35,1.28,NA,NA
"North Carolina","1","6","Mech","pre",520,36.4,29.85,60,6.15,67.53,0,NA,260,NA,250,0,1,15,NA,0,NA,7,0.53,0.12,24.34,4.67,0,NA,NA
"North Carolina","1","6","Mech","post",460,34.17,30.75,0,0,81.87,0,NA,0,NA,12,0,2,23,NA,1,NA,7,0.61,0.13,25.88,7.93,0.83,NA,NA
"North Carolina","1","6","Mech+Fire","pre",460,18.11,22.39,20,1.83,63.76,0,NA,520,NA,288,0,11,41,NA,1,NA,5,1.03,0.24,34.24,2.16,4.6,NA,NA
"North Carolina","1","6","Mech+Fire","post",100,7.81,31.53,60,3.79,61.73,0,NA,2100,NA,6,0,7,68,NA,2,NA,9,1.05,0.22,13.97,4.83,1.18,NA,NA
"North Carolina","1","9","Control","pre",920,60.17,28.86,40,6.18,61.22,500,NA,300,NA,202,0,2,14,NA,1,NA,4,0.97,0.35,25.23,8.41,31.85,NA,NA
"North Carolina","1","9","Control","post",420,30.06,30.19,80,8.36,80.08,500,NA,240,NA,184,0,2,35,NA,1,NA,5,0.52,0.14,21.49,7.85,8.68,NA,NA
"North Carolina","1","10","Fire","pre",520,17.47,20.68,100,20.86,15.29,1000,NA,0,NA,15,0,0,14,NA,2,NA,7,0.61,0.15,25.89,8.48,5.73,NA,NA
"North Carolina","1","10","Fire","post",380,14.26,21.86,20,1.51,17.87,7000,NA,340,NA,9,0,0,10,NA,3,NA,5,0.52,0.12,19.47,3.95,62.36,NA,NA
"North Carolina","1","10","Mech","pre",560,31.05,26.57,0,0,71.86,0,NA,200,NA,25,0,2,25,NA,1,NA,15,0.89,0.21,23.01,7.17,7.49,NA,NA
"North Carolina","1","10","Mech","post",640,29.38,24.18,40,8.42,66.87,0,NA,60,NA,45,1,2,24,NA,1,NA,17,0.74,0.18,19.82,16.18,10.34,NA,NA
"North Carolina","1","10","Mech+Fire","pre",500,30.86,28.03,20,2.45,92.28,500,NA,1020,NA,74,0,2,16,NA,1,NA,6,0.56,0.14,27.52,6.42,0,NA,NA
"North Carolina","1","10","Mech+Fire","post",400,26.77,29.19,40,8.6,93.05,2500,NA,220,NA,3,0,1,25,NA,2,NA,10,0.78,0.18,17.19,12.77,29.74,NA,NA
"North Carolina","1","13","Control","pre",500,22.02,23.68,60,9.44,89.07,500,NA,240,NA,99,0,0,31,NA,0,NA,7,0.8,0.23,40.08,8.66,18.27,NA,NA
"North Carolina","1","13","Control","post",640,22.27,21.05,40,0.98,90.28,0,NA,320,NA,70,0,0,11,NA,0,NA,8,0.88,0.36,26.65,5.02,19.37,NA,NA
"North Carolina","1","14","Fire","pre",760,27.24,21.36,20,0.9,78.91,500,NA,140,NA,9,0,0,8,NA,1,NA,8,0.73,0.22,30.5,5.48,8.04,NA,NA
"North Carolina","1","14","Fire","post",540,26.38,24.94,60,3.37,89.88,0,NA,160,NA,0,0,1,10,NA,1,NA,7,0.64,0.17,20.84,6.34,34.88,NA,NA
"North Carolina","1","14","Mech","pre",760,25.92,20.84,60,4.34,74.22,500,NA,180,NA,130,0,1,16,NA,1,NA,6,0.91,0.27,22.75,5.84,8.17,NA,NA
"North Carolina","1","14","Mech","post",400,24.78,28.08,80,9.19,71.81,500,NA,420,NA,8,0,1,13,NA,1,NA,8,0.8,0.21,30.61,15.77,65.17,NA,NA
"North Carolina","1","14","Mech+Fire","pre",500,20.79,23.01,60,7.17,75.06,0,NA,60,NA,3,0,0,0,NA,2,NA,6,0.28,0.08,28.47,1.69,4.13,NA,NA
"North Carolina","1","14","Mech+Fire","post",40,1.93,24.77,40,8.62,92.84,13000,NA,5120,NA,116,4,5,8,NA,1,NA,25,1.38,0.36,15.73,5.17,39.35,NA,NA
"North Carolina","1","17","Control","pre",560,23.39,23.06,100,18.02,57.45,500,NA,80,NA,297,0,0,12,NA,1,NA,8,1.64,0.64,29.71,7.47,13.62,NA,NA
"North Carolina","1","17","Control","post",580,25.83,23.81,20,1.12,55.69,0,NA,80,NA,246,0,0,19,NA,1,NA,10,0.91,0.31,28.29,7.35,31.47,NA,NA
"North Carolina","1","18","Fire","pre",520,22.33,23.38,100,10.13,74.83,0,NA,20,NA,2,0,0,2,NA,1,NA,4,0.14,0.03,24.99,4.41,1.78,NA,NA
"North Carolina","1","18","Fire","post",260,18.03,29.71,40,1.01,83.26,2500,NA,620,NA,6,2,3,8,NA,2,NA,15,0.61,0.13,16.81,15.22,91.95,NA,NA
"North Carolina","1","18","Mech","pre",440,18.04,22.85,40,3.36,54.6,500,NA,420,NA,222,0,0,25,NA,4,NA,9,0.7,0.16,27.01,17.29,60.93,NA,NA
"North Carolina","1","18","Mech","post",580,18.86,20.35,0,0,53.31,500,NA,160,NA,5,0,0,22,NA,2,NA,9,0.6,0.13,21.15,10.74,61.11,NA,NA
"North Carolina","1","18","Mech+Fire","pre",580,19.54,20.71,20,2.22,69.24,500,NA,500,NA,68,0,1,55,NA,1,NA,7,0.93,0.21,38.62,8.05,0.64,NA,NA
"North Carolina","1","18","Mech+Fire","post",0,0,0,100,7.22,0,16000,NA,3740,NA,11,2,1,50,NA,1,NA,12,1.15,0.25,8.12,16.74,28.23,NA,NA
"North Carolina","1","21","Control","pre",580,25.14,23.49,60,5.02,83.57,0,NA,400,NA,95,0,4,34,NA,2,NA,10,1.03,0.28,15.13,7.37,41.12,NA,NA
"North Carolina","1","21","Control","post",440,24.89,26.83,0,0,82.67,0,NA,360,NA,137,0,1,12,NA,1,NA,9,1.35,0.5,21.96,6.53,6.7,NA,NA
"North Carolina","1","22","Fire","pre",420,21.93,25.78,40,8.07,77.62,500,NA,360,NA,37,0,0,11,NA,1,NA,9,0.41,0.09,25.24,5.37,16.99,NA,NA
"North Carolina","1","22","Fire","post",40,3.02,31,60,6.68,100,9500,NA,4040,NA,32,8,6,10,NA,3,NA,25,0.97,0.21,15.86,14.41,18.1,NA,NA
"North Carolina","1","22","Mech","pre",640,23.85,21.78,40,3.28,35.18,500,NA,260,NA,177,0,1,42,NA,0,NA,6,0.8,0.17,46.53,11.34,1.24,NA,NA
"North Carolina","1","22","Mech","post",320,21.48,29.24,20,4.36,36.32,500,NA,140,NA,12,0,0,32,NA,1,NA,5,0.63,0.13,39.3,7.89,0.55,NA,NA
"North Carolina","1","22","Mech+Fire","pre",380,16.1,23.22,100,5.69,89.41,500,NA,340,NA,10,0,0,46,NA,1,NA,6,0.46,0.1,33.71,5.81,0.55,NA,NA
"North Carolina","1","22","Mech+Fire","post",0,0,0,120,11.63,0,26000,NA,10780,NA,15,2,2,39,NA,3,NA,17,0.9,0.19,10.14,8.65,6.62,NA,NA
"North Carolina","1","25","Control","pre",400,19.79,25.1,80,4.4,44.7,0,NA,40,NA,99,0,1,4,NA,2,NA,14,1.93,1.01,37.37,12.76,5.42,NA,NA
"North Carolina","1","25","Control","post",460,19,22.93,60,4.96,42.84,1000,NA,100,NA,62,0,0,2,NA,1,NA,16,2.26,1.69,25.06,2.09,5.1,NA,NA
"North Carolina","1","26","Fire","pre",460,13.69,19.47,60,6.19,50.4,0,NA,40,NA,1,0,2,2,NA,1,NA,11,0.41,0.1,41.71,2.48,5.45,NA,NA
"North Carolina","1","26","Fire","post",220,10.14,24.22,40,3.66,57.58,3500,NA,560,NA,8,7,8,9,NA,4,NA,26,1.32,0.3,9.1,7.68,26.19,NA,NA
"North Carolina","1","26","Mech","pre",460,25.59,26.61,60,4.22,50.45,500,NA,1180,NA,16,0,3,30,NA,2,NA,8,0.93,0.24,23.35,9.3,22.1,NA,NA
"North Carolina","1","26","Mech","post",420,21.69,25.64,40,7.8,58.11,2500,NA,2040,NA,46,0,1,22,NA,1,NA,11,0.78,0.18,19.21,5.29,13.64,NA,NA
"North Carolina","1","26","Mech+Fire","pre",340,30.95,34.04,40,7.6,92.02,0,NA,240,NA,4,0,0,10,NA,1,NA,7,0.45,0.11,42.23,8.03,1.3,NA,NA
"North Carolina","1","26","Mech+Fire","post",0,0,0,80,16.61,0,24000,NA,6480,NA,58,7,5,12,NA,1,NA,21,1.04,0.24,8.25,20.65,18.87,NA,NA
"North Carolina","1","29","Control","pre",460,25.52,26.58,60,4.04,25.73,2000,NA,320,NA,16,6,9,1,NA,3,NA,34,2.49,0.83,12.51,4.54,25.48,NA,NA
"North Carolina","1","29","Control","post",560,23.88,23.3,20,1.9,31.43,3000,NA,1360,NA,32,1,6,2,NA,2,NA,23,2.31,0.96,15.47,10.01,9,NA,NA
"North Carolina","1","30","Fire","pre",520,22.69,23.57,160,10.04,92.81,0,NA,320,NA,7,1,0,10,NA,2,NA,14,0.63,0.16,27.05,7.17,48.41,NA,NA
"North Carolina","1","30","Fire","post",0,0,0,60,11,0,8500,NA,3140,NA,46,15,17,23,NA,5,NA,36,1.65,0.34,4.21,11.17,51.21,NA,NA
"North Carolina","1","30","Mech","pre",360,20.01,26.6,60,13.84,82.28,0,NA,600,NA,104,0,1,16,NA,3,NA,12,0.85,0.21,20.72,0.85,4.39,NA,NA
"North Carolina","1","30","Mech","post",500,22.75,24.07,0,0,81.25,500,NA,260,NA,27,0,1,20,NA,5,NA,11,0.63,0.13,27.47,7.87,0,NA,NA
"North Carolina","1","30","Mech+Fire","pre",600,31.18,25.72,40,2.98,77.14,3500,NA,140,NA,98,0,0,23,NA,1,NA,5,0.74,0.18,38.01,9.23,2.28,NA,NA
"North Carolina","1","30","Mech+Fire","post",0,0,0,160,15.82,0,4000,NA,4740,NA,28,6,13,18,NA,3,NA,24,1.19,0.25,7.04,11.57,44.99,NA,NA
"North Carolina","1","32","Control","pre",520,28.85,26.58,80,16.71,75.27,0,NA,180,NA,159,0,1,7,NA,1,NA,11,1.19,0.54,20.38,10.74,4.62,NA,NA
"North Carolina","1","32","Control","post",500,26.65,26.05,40,6.59,67.05,500,NA,540,NA,290,0,0,3,NA,1,NA,6,1.1,0.78,25.71,9.16,44.56,NA,NA
"North Carolina","1","34","Fire","pre",400,26.65,29.13,40,3.31,87.86,500,NA,80,NA,3,1,0,12,NA,6,NA,8,0.67,0.15,36.72,14.43,22.06,NA,NA
"North Carolina","1","34","Fire","post",540,8.33,14.01,60,5.85,91.69,2500,NA,500,NA,164,11,12,28,NA,4,NA,38,1.62,0.34,7.56,9.79,59.97,NA,NA
"North Carolina","1","34","Mech","pre",580,20.52,21.23,80,4.52,88.22,0,NA,680,NA,53,0,0,6,NA,3,NA,7,0.42,0.1,51.95,4.2,3.96,NA,NA
"North Carolina","1","34","Mech","post",460,20.89,24.05,0,0,88.21,1500,NA,940,NA,18,0,0,13,NA,2,NA,7,0.4,0.09,23.38,16.14,4.66,NA,NA
"North Carolina","1","34","Mech+Fire","pre",320,11.12,21.04,60,4.14,84.26,0,NA,540,NA,19,0,0,45,NA,1,NA,6,0.72,0.17,31.13,6.87,0.47,NA,NA
